author_genres,author_name,book_title,genre_1,genre_2,comb
young adult science fiction,veronica roth,allegiant,young adult,science fiction,young adult science fiction veronica roth allegiant young adult science fiction
children s books,alethea kontis,dearest,fantasy,young adult,children s books alethea kontis dearest fantasy young adult
young adult,kim liggett,blood and salt,young adult,horror,young adult kim liggett blood and salt young adult horror
young adult,julie   murphy,dumplin',young adult,contemporary,young adult julie   murphy dumplin' young adult contemporary
young adult,courtney alameda,shutter,horror,young adult,young adult courtney alameda shutter horror young adult
young adult,i.w. gregorio,none of the above,young adult,lgbt,young adult i.w. gregorio none of the above young adult lgbt
young adult,lori  goldstein,becoming jinn,fantasy,young adult,young adult lori  goldstein becoming jinn fantasy young adult
young adult,stacey  lee,under a painted sky,historical,young adult,young adult stacey  lee under a painted sky historical young adult
young adult,elizabeth may,the vanishing throne,fantasy,young adult,young adult elizabeth may the vanishing throne fantasy young adult
fantasy,morgan rhodes,a book of spirits and thieves,fantasy,young adult,fantasy morgan rhodes a book of spirits and thieves fantasy young adult
literature fiction,betsy cornwell,mechanica,fantasy,science fiction,literature fiction betsy cornwell mechanica fantasy science fiction
young adult,sarah ockler,the summer of chasing mermaids,young adult,contemporary,young adult sarah ockler the summer of chasing mermaids young adult contemporary
young adult,catherine doyle,vendetta,young adult,romance,young adult catherine doyle vendetta young adult romance
young adult,jessi kirby,things we know by heart,young adult,contemporary,young adult jessi kirby things we know by heart young adult contemporary
historical fiction young adult,sharon cameron,rook,young adult,science fiction,historical fiction young adult sharon cameron rook young adult science fiction
romance,colleen houck,reawakened,fantasy,young adult,romance colleen houck reawakened fantasy young adult
fantasy,becky  wallace,the storyspinner,fantasy,young adult,fantasy becky  wallace the storyspinner fantasy young adult
mystery,sherry thomas,the immortal heights,fantasy,young adult,mystery sherry thomas the immortal heights fantasy young adult
literature fiction,nova ren suma,the walls around us,young adult,mystery,literature fiction nova ren suma the walls around us young adult mystery
young adult,rhiannon thomas,a wicked thing,fantasy,young adult,young adult rhiannon thomas a wicked thing fantasy young adult
young adult,carrie ryan,daughter of deep silence,young adult,mystery,young adult carrie ryan daughter of deep silence young adult mystery
young adult contemporary,emery lord,the start of me and you,young adult,contemporary,young adult contemporary emery lord the start of me and you young adult contemporary
thriller,rachel caine,ink and bone,fantasy,young adult,thriller rachel caine ink and bone fantasy young adult
literature fiction young adult,david levithan,another day,young adult,romance,literature fiction young adult david levithan another day young adult romance
young adult,francesca zappia,made you up,young adult,contemporary,young adult francesca zappia made you up young adult contemporary
fantasy,danielle l. jensen,hidden huntress,fantasy,young adult,fantasy danielle l. jensen hidden huntress fantasy young adult
young adult,andrew  smith,stand off,young adult,contemporary,young adult andrew  smith stand off young adult contemporary
young adult,heather demetrios,i'll meet you there,young adult,contemporary,young adult heather demetrios i'll meet you there young adult contemporary
young adult,patrick ness,the rest of us just live here,young adult,fantasy,young adult patrick ness the rest of us just live here young adult fantasy
young adult fantasy,virginia boecker,the witch hunter,fantasy,young adult,young adult fantasy virginia boecker the witch hunter fantasy young adult
young adult,maggie  hall,the conspiracy of us,young adult,mystery,young adult maggie  hall the conspiracy of us young adult mystery
young adult,sara b. larson,ignite,fantasy,young adult,young adult sara b. larson ignite fantasy young adult
paranormal romance,kresley cole,dead of winter,young adult,fantasy,paranormal romance kresley cole dead of winter young adult fantasy
young adult,courtney summers,all the rage,young adult,contemporary,young adult courtney summers all the rage young adult contemporary
fiction,maria dahvana headley,magonia,fantasy,young adult,fiction maria dahvana headley magonia fantasy young adult
young adult,melinda salisbury,the sin eater’s daughter,fantasy,young adult,young adult melinda salisbury the sin eater’s daughter fantasy young adult
young adult,amanda hocking,frostfire,fantasy,young adult,young adult amanda hocking frostfire fantasy young adult
young adult,libba bray,lair of dreams,young adult,fantasy,young adult libba bray lair of dreams young adult fantasy
young adult,melissa grey,the girl at midnight,fantasy,young adult,young adult melissa grey the girl at midnight fantasy young adult
young adult,paula stokes,liars  inc.,young adult,mystery,young adult paula stokes liars  inc. young adult mystery
young adult science fiction,melissa landers,invaded,young adult,science fiction,young adult science fiction melissa landers invaded young adult science fiction
children s,jasmine warga,my heart and other black holes,young adult,contemporary,children s jasmine warga my heart and other black holes young adult contemporary
young adult science fiction fantasy,rachel hartman,shadow scale,fantasy,young adult,young adult science fiction fantasy rachel hartman shadow scale fantasy young adult
young adult,sara raasch,ice like fire,fantasy,young adult,young adult sara raasch ice like fire fantasy young adult
young adult,jennifer niven,all the bright places,young adult,contemporary,young adult jennifer niven all the bright places young adult contemporary
young adult,renée ahdieh,the wrath and the dawn,fantasy,young adult,young adult renée ahdieh the wrath and the dawn fantasy young adult
literature fiction,rainbow rowell,carry on,fantasy,young adult,literature fiction rainbow rowell carry on fantasy young adult
young adult,marie rutkoski,the winner's crime,fantasy,young adult,young adult marie rutkoski the winner's crime fantasy young adult
young adult,victoria aveyard,red queen,fantasy,young adult,young adult victoria aveyard red queen fantasy young adult
romance,sidney halston,seeing red,romance,new adult,romance sidney halston seeing red romance new adult
young adult,christina mercer,honey queen,young adult,young adult,young adult christina mercer honey queen young adult young adult
mystery thrillers,gillian flynn,gone girl,fiction,mystery,mystery thrillers gillian flynn gone girl fiction mystery
young adult,michelle zink,prophecy of the sisters,fantasy,young adult,young adult michelle zink prophecy of the sisters fantasy young adult
horror,mira grant,feed,horror,horror,horror mira grant feed horror horror
fiction,s.s. segran,aegis rising,fantasy,young adult,fiction s.s. segran aegis rising fantasy young adult
science fiction young adult,j.s. burke,dragon lightning,fantasy,fantasy,science fiction young adult j.s. burke dragon lightning fantasy fantasy
fantasy,james fahy,hell's teeth,paranormal,horror,fantasy james fahy hell's teeth paranormal horror
science fiction fantasy,kristin cashore,bitterblue,fantasy,young adult,science fiction fantasy kristin cashore bitterblue fantasy young adult
romance,carolyn crane,mind games,fantasy,fantasy,romance carolyn crane mind games fantasy fantasy
